edge,title
"('r3d100011057', 'Sentinels')",CONTAINS
"('r3d100011057', 'agriculture')",CONTAINS
"('r3d100011057', 'border surveillance')",CONTAINS
"('r3d100011057', 'civil protection')",CONTAINS
"('r3d100011057', 'climate change')",CONTAINS
"('r3d100011057', 'earth observation')",CONTAINS
"('r3d100011057', 'environment protection')",CONTAINS
"('r3d100011057', 'environmental hazards')",CONTAINS
"('r3d100011057', 'fisheries')",CONTAINS
"('r3d100011057', 'forestry')",CONTAINS
"('r3d100011057', 'health')",CONTAINS
"('r3d100011057', 'management of urban areas')",CONTAINS
"('r3d100011057', 'regional and local planning')",CONTAINS
"('r3d100011057', 'satellite missions')",CONTAINS
"('r3d100011057', 'sustainable development')",CONTAINS
"('r3d100011057', 'tourism')",CONTAINS
"('r3d100011057', 'transport')",CONTAINS
"('r3d100011057', 'Databases')",HAS_CONTENT
"('r3d100011057', 'Images')",HAS_CONTENT
"('r3d100011057', 'Plain text')",HAS_CONTENT
"('r3d100011057', 'Raw data')",HAS_CONTENT
"('r3d100011057', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011057', 'Structured graphics')",HAS_CONTENT
"('r3d100011057', 'Structured text')",HAS_CONTENT
"('r3d100011057', 'other')",HAS_CONTENT
"('r3d100011057', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011057', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011112', 'eng')",WRITTEN_IN
"('r3d100011112', '3 Natural Sciences')",ABOUT
"('r3d100011112', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011112', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100011112', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011112', 'VLBI')",CONTAINS
"('r3d100011112', 'atmosphere sounding')",CONTAINS
"('r3d100011112', 'geodynamics')",CONTAINS
"('r3d100011112', 'gps')",CONTAINS
"('r3d100011112', 'satellite navigation')",CONTAINS
"('r3d100011112', 'Images')",HAS_CONTENT
"('r3d100011112', 'Raw data')",HAS_CONTENT
"('r3d100011112', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011112', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011138', 'eng')",WRITTEN_IN
"('r3d100011138', '3 Natural Sciences')",ABOUT
"('r3d100011138', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011138', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011138', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100011138', '317 Geography')",ABOUT
"('r3d100011138', '318 Water Research')",ABOUT
"('r3d100011138', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011138', 'meteorology')",CONTAINS
"('r3d100011138', 'meteorology - data processing')",CONTAINS
"('r3d100011138', 'meteorology - remote sensing')",CONTAINS
"('r3d100011138', 'meteorology - research')",CONTAINS
"('r3d100011138', 'meteorology - research - international cooperation')",CONTAINS
"('r3d100011138', 'weather forecasting')",CONTAINS
"('r3d100011138', 'Images')",HAS_CONTENT
"('r3d100011138', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011138', 'Standard office documents')",HAS_CONTENT
"('r3d100011138', 'Structured graphics')",HAS_CONTENT
"('r3d100011138', 'Structured text')",HAS_CONTENT
"('r3d100011138', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011138', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011140', 'eng')",WRITTEN_IN
"('r3d100011140', '2 Life Sciences')",ABOUT
"('r3d100011140', '207 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100011140', '23 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100011140', '3 Natural Sciences')",ABOUT
"('r3d100011140', '305 Biological Chemistry and Food Chemistry')",ABOUT
"('r3d100011140', '31 Chemistry')",ABOUT
"('r3d100011140', '316 Geochemistry, Mineralogy and Crystallography')",ABOUT
"('r3d100011140', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011140', 'agriculture')",CONTAINS
"('r3d100011140', 'crops and climate')",CONTAINS
"('r3d100011140', 'droughts - research')",CONTAINS
"('r3d100011140', 'food security')",CONTAINS
"('r3d100011140', 'forest management')",CONTAINS
"('r3d100011140', 'global warming')",CONTAINS
"('r3d100011140', 'livestock management')",CONTAINS
"('r3d100011140', 'soil science')",CONTAINS
"('r3d100011140', 'Audiovisual data')",HAS_CONTENT
"('r3d100011140', 'Images')",HAS_CONTENT
"('r3d100011140', 'Raw data')",HAS_CONTENT
"('r3d100011140', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011140', 'Standard office documents')",HAS_CONTENT
"('r3d100011140', 'other')",HAS_CONTENT
"('r3d100011140', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011150', 'eng')",WRITTEN_IN
"('r3d100011150', '3 Natural Sciences')",ABOUT
"('r3d100011150', '31 Chemistry')",ABOUT
"('r3d100011150', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011150', '31301 Atmospheric Science')",ABOUT
"('r3d100011150', '317 Geography')",ABOUT
"('r3d100011150', '31701 Physical Geography')",ABOUT
"('r3d100011150', '318 Water Research')",ABOUT
"('r3d100011150', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011150', 'Mediterranean')",CONTAINS
"('r3d100011150', 'agriculture')",CONTAINS
"('r3d100011150', 'climate change')",CONTAINS
"('r3d100011150', 'climatology')",CONTAINS
"('r3d100011150', 'hydrology')",CONTAINS
"('r3d100011150', 'sustainability')",CONTAINS
"('r3d100011150', 'water resources')",CONTAINS
"('r3d100011150', 'Raw data')",HAS_CONTENT
"('r3d100011150', 'Structured graphics')",HAS_CONTENT
"('r3d100011150', 'Structured text')",HAS_CONTENT
"('r3d100011150', 'other')",HAS_CONTENT
"('r3d100011150', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011159', 'eng')",WRITTEN_IN
"('r3d100011159', '3 Natural Sciences')",ABOUT
"('r3d100011159', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011159', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011159', '317 Geography')",ABOUT
"('r3d100011159', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011159', 'aerosol')",CONTAINS
"('r3d100011159', 'atmosphere')",CONTAINS
"('r3d100011159', 'climate change')",CONTAINS
"('r3d100011159', 'climate research')",CONTAINS
"('r3d100011159', 'geography')",CONTAINS
"('r3d100011159', 'land')",CONTAINS
"('r3d100011159', 'landice')",CONTAINS
"('r3d100011159', 'ocean')",CONTAINS
"('r3d100011159', 'seaice')",CONTAINS
"('r3d100011159', 'simulation')",CONTAINS
"('r3d100011159', 'topography')",CONTAINS
"('r3d100011159', 'Databases')",HAS_CONTENT
"('r3d100011159', 'Plain text')",HAS_CONTENT
"('r3d100011159', 'Software applications')",HAS_CONTENT
"('r3d100011159', 'Source code')",HAS_CONTENT
"('r3d100011159', 'Standard office documents')",HAS_CONTENT
"('r3d100011159', 'Structured graphics')",HAS_CONTENT
"('r3d100011159', 'other')",HAS_CONTENT
"('r3d100011159', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011304', 'eng')",WRITTEN_IN
"('r3d100011304', '3 Natural Sciences')",ABOUT
"('r3d100011304', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011304', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011304', 'historical climate data')",CONTAINS
"('r3d100011304', 'maximum temperature (tmax')",CONTAINS
"('r3d100011304', 'maximum vapor pressure deficit vpdmax')",CONTAINS
"('r3d100011304', 'minimum temperature tmin')",CONTAINS
"('r3d100011304', 'minimum vapor pressure deficit vpdmin')",CONTAINS
"('r3d100011304', 'physical sciences')",CONTAINS
"('r3d100011304', 'precipitation')",CONTAINS
"('r3d100011304', 'station networks')",CONTAINS
"('r3d100011304', 'Archived data')",HAS_CONTENT
"('r3d100011304', 'Images')",HAS_CONTENT
"('r3d100011304', 'Plain text')",HAS_CONTENT
"('r3d100011304', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011304', 'Structured text')",HAS_CONTENT
"('r3d100011304', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011344', 'eng')",WRITTEN_IN
"('r3d100011344', '3 Natural Sciences')",ABOUT
"('r3d100011344', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011344', '31301 Atmospheric Science')",ABOUT
"('r3d100011344', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011344', 'climate research')",CONTAINS
"('r3d100011344', 'Raw data')",HAS_CONTENT
"('r3d100011344', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011344', 'Standard office documents')",HAS_CONTENT
"('r3d100011344', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011506', 'eng')",WRITTEN_IN
"('r3d100011506', '3 Natural Sciences')",ABOUT
"('r3d100011506', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011506', '31301 Atmospheric Science')",ABOUT
"('r3d100011506', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011506', 'FAIR data')",CONTAINS
"('r3d100011506', 'atmosphere')",CONTAINS
"('r3d100011506', 'biosphere')",CONTAINS
"('r3d100011506', 'carbon dioxide')",CONTAINS
"('r3d100011506', 'ecosystem')",CONTAINS
"('r3d100011506', 'energy')",CONTAINS
"('r3d100011506', 'measurement')",CONTAINS
"('r3d100011506', 'meterology')",CONTAINS
"('r3d100011506', 'physics')",CONTAINS
"('r3d100011506', 'water vapor')",CONTAINS
"('r3d100011506', 'Images')",HAS_CONTENT
"('r3d100011506', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011506', 'Standard office documents')",HAS_CONTENT
"('r3d100011506', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011630', 'eng')",WRITTEN_IN
"('r3d100011630', '2 Life Sciences')",ABOUT
"('r3d100011630', '201 Basic Biological and Medical Research')",ABOUT
"('r3d100011630', '20104 Structural Biology')",ABOUT
"('r3d100011630', '204 Microbiology, Virology and Immunology')",ABOUT
"('r3d100011630', '21 Biology')",ABOUT
"('r3d100011630', '22 Medicine')",ABOUT
"('r3d100011630', 'biological adaptation')",CONTAINS
"('r3d100011630', 'climate change')",CONTAINS
"('r3d100011630', 'ecological genetics')",CONTAINS
"('r3d100011630', 'evolutionary genetics')",CONTAINS
"('r3d100011630', 'evolutionary impact')",CONTAINS
"('r3d100011630', 'field surveys')",CONTAINS
"('r3d100011630', 'fly population')",CONTAINS
"('r3d100011630', 'genome')",CONTAINS
"('r3d100011630', 'terrestrial ecology')",CONTAINS
"('r3d100011630', 'Images')",HAS_CONTENT
"('r3d100011630', 'Raw data')",HAS_CONTENT
"('r3d100011630', 'Standard office documents')",HAS_CONTENT
"('r3d100011630', 'other')",HAS_CONTENT
"('r3d100011630', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011636', 'eng')",WRITTEN_IN
"('r3d100011636', '1 Humanities and Social Sciences')",ABOUT
"('r3d100011636', '106 Non-European Languages and Cultures, Social and Cultural Anthropology, Jewish Studies and Religious Studies')",ABOUT
"('r3d100011636', '10601 Social and Cultural Anthropology and Ethnology/Folklore')",ABOUT
"('r3d100011636', '10603 African, American and Oceania Studies')",ABOUT
"('r3d100011636', '11 Humanities')",ABOUT
"('r3d100011636', '2 Life Sciences')",ABOUT
"('r3d100011636', '203 Zoology')",ABOUT
"('r3d100011636', '20303 Animal Ecology, Biodiversity and Ecosystem Research')",ABOUT
"('r3d100011636', '21 Biology')",ABOUT
"('r3d100011636', '3 Natural Sciences')",ABOUT
"('r3d100011636', '317 Geography')",ABOUT
"('r3d100011636', '31702 Human Geography')",ABOUT
"('r3d100011636', '318 Water Research')",ABOUT
"('r3d100011636', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011636', 'Murray-Darling Basin')",CONTAINS
"('r3d100011636', 'aborigines')",CONTAINS
"('r3d100011636', 'climate change')",CONTAINS
"('r3d100011636', 'ecoculture')",CONTAINS
"('r3d100011636', 'indigenous knowledge')",CONTAINS
"('r3d100011636', 'talking fish project')",CONTAINS
"('r3d100011636', 'Archived data')",HAS_CONTENT
"('r3d100011636', 'Audiovisual data')",HAS_CONTENT
"('r3d100011636', 'Images')",HAS_CONTENT
"('r3d100011636', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011636', 'Standard office documents')",HAS_CONTENT
"('r3d100011636', 'other')",HAS_CONTENT
"('r3d100011636', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011636', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011659', 'eng')",WRITTEN_IN
"('r3d100011659', '3 Natural Sciences')",ABOUT
"('r3d100011659', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011659', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011659', 'MetOP')",CONTAINS
"('r3d100011659', 'atmospheric temperature')",CONTAINS
"('r3d100011659', 'climatology')",CONTAINS
"('r3d100011659', 'clouds')",CONTAINS
"('r3d100011659', 'geophysic')",CONTAINS
"('r3d100011659', 'polar orbit')",CONTAINS
"('r3d100011659', 'satellite')",CONTAINS
"('r3d100011659', 'solar')",CONTAINS
"('r3d100011659', 'water')",CONTAINS
"('r3d100011659', 'water cycle')",CONTAINS
"('r3d100011659', 'Archived data')",HAS_CONTENT
"('r3d100011659', 'Images')",HAS_CONTENT
"('r3d100011659', 'Raw data')",HAS_CONTENT
"('r3d100011659', 'Standard office documents')",HAS_CONTENT
"('r3d100011659', 'other')",HAS_CONTENT
"('r3d100011659', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011673', 'eng')",WRITTEN_IN
"('r3d100011673', 'fra')",WRITTEN_IN
"('r3d100011673', '3 Natural Sciences')",ABOUT
"('r3d100011673', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011673', 'Mediterranean')",CONTAINS
"('r3d100011673', 'agriculture')",CONTAINS
"('r3d100011673', 'atmosphere')",CONTAINS
"('r3d100011673', 'climate')",CONTAINS
"('r3d100011673', 'environmental ecology')",CONTAINS
"('r3d100011673', 'fisheries')",CONTAINS
"('r3d100011673', 'geology')",CONTAINS
"('r3d100011673', 'hydrosphere')",CONTAINS
"('r3d100011673', 'lithosphere')",CONTAINS
"('r3d100011673', 'marine ecosystems')",CONTAINS
"('r3d100011673', 'paleo-climate')",CONTAINS
"('r3d100011673', 'social sciences')",CONTAINS
"('r3d100011673', 'urban planning')",CONTAINS
"('r3d100011673', 'Databases')",HAS_CONTENT
"('r3d100011673', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011676', 'eng')",WRITTEN_IN
"('r3d100011676', '2 Life Sciences')",ABOUT
"('r3d100011676', '207 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100011676', '20701 Soil Sciences')",ABOUT
"('r3d100011676', '23 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100011676', '3 Natural Sciences')",ABOUT
"('r3d100011676', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011676', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011676', 'Alaska')",CONTAINS
"('r3d100011676', 'Earth System Models ESMs')",CONTAINS
"('r3d100011676', 'arctic landscapes')",CONTAINS
"('r3d100011676', 'climate system')",CONTAINS
"('r3d100011676', 'ecosystem')",CONTAINS
"('r3d100011676', 'energy dynamics')",CONTAINS
"('r3d100011676', 'geomorphology')",CONTAINS
"('r3d100011676', 'hydrology')",CONTAINS
"('r3d100011676', 'microtopography')",CONTAINS
"('r3d100011676', 'Audiovisual data')",HAS_CONTENT
"('r3d100011676', 'Images')",HAS_CONTENT
"('r3d100011676', 'Plain text')",HAS_CONTENT
"('r3d100011676', 'Raw data')",HAS_CONTENT
"('r3d100011676', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011676', 'Standard office documents')",HAS_CONTENT
"('r3d100011676', 'Structured graphics')",HAS_CONTENT
"('r3d100011676', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011683', 'eng')",WRITTEN_IN
"('r3d100011683', '3 Natural Sciences')",ABOUT
"('r3d100011683', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011683', '31302 Oceanography')",ABOUT
"('r3d100011683', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011683', 'MODIS-Aqua')",CONTAINS
"('r3d100011683', 'MODIS-Terra')",CONTAINS
"('r3d100011683', 'OCTS')",CONTAINS
"('r3d100011683', 'SeaWiFS')",CONTAINS
"('r3d100011683', 'climate')",CONTAINS
"('r3d100011683', 'cruises')",CONTAINS
"('r3d100011683', 'phytoplankton')",CONTAINS
"('r3d100011683', 'satellites')",CONTAINS
"('r3d100011683', 'Plain text')",HAS_CONTENT
"('r3d100011683', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011683', 'Standard office documents')",HAS_CONTENT
"('r3d100011683', 'other')",HAS_CONTENT
"('r3d100011683', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011684', 'eng')",WRITTEN_IN
"('r3d100011684', '3 Natural Sciences')",ABOUT
"('r3d100011684', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011684', '31501 Geophysics')",ABOUT
"('r3d100011684', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011684', 'High altitude stations')",CONTAINS
"('r3d100011684', 'alternative energy')",CONTAINS
"('r3d100011684', 'biodiversity')",CONTAINS
"('r3d100011684', 'climate')",CONTAINS
"('r3d100011684', 'ecosystems')",CONTAINS
"('r3d100011684', 'glaciers')",CONTAINS
"('r3d100011684', 'ground data')",CONTAINS
"('r3d100011684', 'health')",CONTAINS
"('r3d100011684', 'instruments and sensors')",CONTAINS
"('r3d100011684', 'paleoclimate')",CONTAINS
"('r3d100011684', 'satellite images')",CONTAINS
"('r3d100011684', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011684', 'Structured text')",HAS_CONTENT
"('r3d100011684', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011686', 'eng')",WRITTEN_IN
"('r3d100011686', '3 Natural Sciences')",ABOUT
"('r3d100011686', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011686', 'Mediterreanen Sea')",CONTAINS
"('r3d100011686', 'bathymetry')",CONTAINS
"('r3d100011686', 'geology')",CONTAINS
"('r3d100011686', 'seafloor morphology')",CONTAINS
"('r3d100011686', 'sedimentary')",CONTAINS
"('r3d100011686', 'techtonic')",CONTAINS
"('r3d100011686', 'volcanic')",CONTAINS
"('r3d100011686', 'Images')",HAS_CONTENT
"('r3d100011686', 'Raw data')",HAS_CONTENT
"('r3d100011686', 'Standard office documents')",HAS_CONTENT
"('r3d100011686', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011686', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011687', 'deu')",WRITTEN_IN
"('r3d100011687', 'eng')",WRITTEN_IN
"('r3d100011687', '3 Natural Sciences')",ABOUT
"('r3d100011687', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011687', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011687', 'agricultural')",CONTAINS
"('r3d100011687', 'arctic')",CONTAINS
"('r3d100011687', 'atmospheric chemistry')",CONTAINS
"('r3d100011687', 'biometeorology')",CONTAINS
"('r3d100011687', 'hydrometeorology')",CONTAINS
"('r3d100011687', 'marine meteorology')",CONTAINS
"('r3d100011687', 'meteorology')",CONTAINS
"('r3d100011687', 'Images')",HAS_CONTENT
"('r3d100011687', 'Raw data')",HAS_CONTENT
"('r3d100011687', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011687', 'Standard office documents')",HAS_CONTENT
"('r3d100011687', 'other')",HAS_CONTENT
"('r3d100011687', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011699', 'eng')",WRITTEN_IN
"('r3d100011699', '3 Natural Sciences')",ABOUT
"('r3d100011699', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011699', '31301 Atmospheric Science')",ABOUT
"('r3d100011699', '31302 Oceanography')",ABOUT
"('r3d100011699', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011699', '31501 Geophysics')",ABOUT
"('r3d100011699', '317 Geography')",ABOUT
"('r3d100011699', '31701 Physical Geography')",ABOUT
"('r3d100011699', '318 Water Research')",ABOUT
"('r3d100011699', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011699', 'aerosols')",CONTAINS
"('r3d100011699', 'biodiversity')",CONTAINS
"('r3d100011699', 'biogeochemical cycles')",CONTAINS
"('r3d100011699', 'climate')",CONTAINS
"('r3d100011699', 'clouds')",CONTAINS
"('r3d100011699', 'cryosphere')",CONTAINS
"('r3d100011699', 'environmental science')",CONTAINS
"('r3d100011699', 'hydrosphere')",CONTAINS
"('r3d100011699', 'lacustrine')",CONTAINS
"('r3d100011699', 'landscape processes')",CONTAINS
"('r3d100011699', 'meteorology')",CONTAINS
"('r3d100011699', 'oceans‐atmosphere dynamics')",CONTAINS
"('r3d100011699', 'paleoclimate')",CONTAINS
"('r3d100011699', 'physical geography')",CONTAINS
"('r3d100011699', 'tectonic')",CONTAINS
"('r3d100011699', 'turbulence')",CONTAINS
"('r3d100011699', 'weather')",CONTAINS
"('r3d100011699', 'Archived data')",HAS_CONTENT
"('r3d100011699', 'Databases')",HAS_CONTENT
"('r3d100011699', 'Images')",HAS_CONTENT
"('r3d100011699', 'Raw data')",HAS_CONTENT
"('r3d100011699', 'Standard office documents')",HAS_CONTENT
"('r3d100011699', 'Structured graphics')",HAS_CONTENT
"('r3d100011699', 'other')",HAS_CONTENT
"('r3d100011699', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011699', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011704', 'eng')",WRITTEN_IN
"('r3d100011704', '3 Natural Sciences')",ABOUT
"('r3d100011704', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011704', '317 Geography')",ABOUT
"('r3d100011704', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011704', 'climatology')",CONTAINS
"('r3d100011704', 'geography')",CONTAINS
"('r3d100011704', 'historical weather')",CONTAINS
"('r3d100011704', 'meteorology')",CONTAINS
"('r3d100011704', 'precipitation')",CONTAINS
"('r3d100011704', 'weather')",CONTAINS
"('r3d100011704', 'weather radar')",CONTAINS
"('r3d100011704', 'Archived data')",HAS_CONTENT
"('r3d100011704', 'Plain text')",HAS_CONTENT
"('r3d100011704', 'Standard office documents')",HAS_CONTENT
"('r3d100011704', 'Structured graphics')",HAS_CONTENT
"('r3d100011704', 'other')",HAS_CONTENT
"('r3d100011704', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011705', 'eng')",WRITTEN_IN
"('r3d100011705', '3 Natural Sciences')",ABOUT
"('r3d100011705', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011705', '31302 Oceanography')",ABOUT
"('r3d100011705', '314 Geology and Palaeontology')",ABOUT
"('r3d100011705', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011705', '317 Geography')",ABOUT
"('r3d100011705', '318 Water Research')",ABOUT
"('r3d100011705', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011705', 'aerosols')",CONTAINS
"('r3d100011705', 'astrophysics')",CONTAINS
"('r3d100011705', 'atmosphere')",CONTAINS
"('r3d100011705', 'climate change')",CONTAINS
"('r3d100011705', 'climate model')",CONTAINS
"('r3d100011705', 'clouds')",CONTAINS
"('r3d100011705', 'gases')",CONTAINS
"('r3d100011705', 'glacier')",CONTAINS
"('r3d100011705', 'methan')",CONTAINS
"('r3d100011705', 'ocean circulation changes')",CONTAINS
"('r3d100011705', 'permafrost')",CONTAINS
"('r3d100011705', 'physical climate')",CONTAINS
"('r3d100011705', 'sea-ice')",CONTAINS
"('r3d100011705', 'Raw data')",HAS_CONTENT
"('r3d100011705', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011705', 'Standard office documents')",HAS_CONTENT
"('r3d100011705', 'Structured graphics')",HAS_CONTENT
"('r3d100011705', 'other')",HAS_CONTENT
"('r3d100011705', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011721', 'eng')",WRITTEN_IN
"('r3d100011721', '2 Life Sciences')",ABOUT
"('r3d100011721', '23 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100011721', '3 Natural Sciences')",ABOUT
"('r3d100011721', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011721', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011721', 'air')",CONTAINS
"('r3d100011721', 'atmospheric nitrogen chemistry')",CONTAINS
"('r3d100011721', 'climate')",CONTAINS
"('r3d100011721', 'habitat')",CONTAINS
"('r3d100011721', 'invertebrates')",CONTAINS
"('r3d100011721', 'meteorology')",CONTAINS
"('r3d100011721', 'plant')",CONTAINS
"('r3d100011721', 'precipitation chemistry')",CONTAINS
"('r3d100011721', 'soil')",CONTAINS
"('r3d100011721', 'soil solution chemistry')",CONTAINS
"('r3d100011721', 'surface water chemistry')",CONTAINS
"('r3d100011721', 'vertebrates')",CONTAINS
"('r3d100011721', 'weather')",CONTAINS
"('r3d100011721', 'Images')",HAS_CONTENT
"('r3d100011721', 'Raw data')",HAS_CONTENT
"('r3d100011721', 'Standard office documents')",HAS_CONTENT
"('r3d100011721', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011726', 'deu')",WRITTEN_IN
"('r3d100011726', 'eng')",WRITTEN_IN
"('r3d100011726', 'fra')",WRITTEN_IN
"('r3d100011726', '3 Natural Sciences')",ABOUT
"('r3d100011726', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011726', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011726', 'Copernicus')",CONTAINS
"('r3d100011726', 'European forecasts')",CONTAINS
"('r3d100011726', 'MARS')",CONTAINS
"('r3d100011726', 'charts')",CONTAINS
"('r3d100011726', 'meteorology')",CONTAINS
"('r3d100011726', 'Archived data')",HAS_CONTENT
"('r3d100011726', 'Plain text')",HAS_CONTENT
"('r3d100011726', 'Raw data')",HAS_CONTENT
"('r3d100011726', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011726', 'Standard office documents')",HAS_CONTENT
"('r3d100011726', 'Structured text')",HAS_CONTENT
"('r3d100011726', 'other')",HAS_CONTENT
"('r3d100011726', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011726', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011739', 'eng')",WRITTEN_IN
"('r3d100011739', '3 Natural Sciences')",ABOUT
"('r3d100011739', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011739', '31301 Atmospheric Science')",ABOUT
"('r3d100011739', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011739', 'ERSST v4')",CONTAINS
"('r3d100011739', 'Global Historical Climate Network')",CONTAINS
"('r3d100011739', 'L-OTI')",CONTAINS
"('r3d100011739', 'Land-Ocean Temperature Index')",CONTAINS
"('r3d100011739', 'NOAA GHCN v3')",CONTAINS
"('r3d100011739', 'SCARR')",CONTAINS
"('r3d100011739', 'Scientific Committee on Arctic Research')",CONTAINS
"('r3d100011739', 'long-term temperature')",CONTAINS
"('r3d100011739', 'temperature anomalies')",CONTAINS
"('r3d100011739', 'Audiovisual data')",HAS_CONTENT
"('r3d100011739', 'Images')",HAS_CONTENT
"('r3d100011739', 'Plain text')",HAS_CONTENT
"('r3d100011739', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011739', 'Standard office documents')",HAS_CONTENT
"('r3d100011739', 'Structured graphics')",HAS_CONTENT
"('r3d100011739', 'other')",HAS_CONTENT
