edge,title
"('r3d100011739', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011741', 'eng')",WRITTEN_IN
"('r3d100011741', 'fra')",WRITTEN_IN
"('r3d100011741', 'rus')",WRITTEN_IN
"('r3d100011741', 'spa')",WRITTEN_IN
"('r3d100011741', 'zho')",WRITTEN_IN
"('r3d100011741', '3 Natural Sciences')",ABOUT
"('r3d100011741', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011741', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011741', 'cement production')",CONTAINS
"('r3d100011741', 'climate')",CONTAINS
"('r3d100011741', 'coal')",CONTAINS
"('r3d100011741', 'dioxide')",CONTAINS
"('r3d100011741', 'emission')",CONTAINS
"('r3d100011741', 'fossil fuels')",CONTAINS
"('r3d100011741', 'gas')",CONTAINS
"('r3d100011741', 'gas flaring')",CONTAINS
"('r3d100011741', 'global carbon cycle')",CONTAINS
"('r3d100011741', 'land')",CONTAINS
"('r3d100011741', 'ocean')",CONTAINS
"('r3d100011741', 'oil')",CONTAINS
"('r3d100011741', 'Raw data')",HAS_CONTENT
"('r3d100011741', 'Standard office documents')",HAS_CONTENT
"('r3d100011741', 'Structured graphics')",HAS_CONTENT
"('r3d100011741', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011749', 'eng')",WRITTEN_IN
"('r3d100011749', '3 Natural Sciences')",ABOUT
"('r3d100011749', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011749', '31302 Oceanography')",ABOUT
"('r3d100011749', '317 Geography')",ABOUT
"('r3d100011749', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011749', 'AATAMS')",CONTAINS
"('r3d100011749', 'climate')",CONTAINS
"('r3d100011749', 'climatology')",CONTAINS
"('r3d100011749', 'marine')",CONTAINS
"('r3d100011749', 'marine sciences')",CONTAINS
"('r3d100011749', 'ocean maps')",CONTAINS
"('r3d100011749', 'Images')",HAS_CONTENT
"('r3d100011749', 'Raw data')",HAS_CONTENT
"('r3d100011749', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011749', 'Standard office documents')",HAS_CONTENT
"('r3d100011749', 'Structured text')",HAS_CONTENT
"('r3d100011749', 'other')",HAS_CONTENT
"('r3d100011749', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011759', 'eng')",WRITTEN_IN
"('r3d100011759', '3 Natural Sciences')",ABOUT
"('r3d100011759', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011759', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011759', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011759', 'aviation weather')",CONTAINS
"('r3d100011759', 'climate')",CONTAINS
"('r3d100011759', 'forecast')",CONTAINS
"('r3d100011759', 'hurricane')",CONTAINS
"('r3d100011759', 'observations')",CONTAINS
"('r3d100011759', 'ocean weather prediction')",CONTAINS
"('r3d100011759', 'space weather')",CONTAINS
"('r3d100011759', 'storm prediction')",CONTAINS
"('r3d100011759', 'weather prediction')",CONTAINS
"('r3d100011759', 'weather warnings')",CONTAINS
"('r3d100011759', 'Audiovisual data')",HAS_CONTENT
"('r3d100011759', 'Databases')",HAS_CONTENT
"('r3d100011759', 'Images')",HAS_CONTENT
"('r3d100011759', 'Plain text')",HAS_CONTENT
"('r3d100011759', 'Raw data')",HAS_CONTENT
"('r3d100011759', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011759', 'Standard office documents')",HAS_CONTENT
"('r3d100011759', 'Structured graphics')",HAS_CONTENT
"('r3d100011759', 'other')",HAS_CONTENT
"('r3d100011759', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100011763', 'eng')",WRITTEN_IN
"('r3d100011763', '3 Natural Sciences')",ABOUT
"('r3d100011763', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011763', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011763', '318 Water Research')",ABOUT
"('r3d100011763', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011763', 'air-sea fluxes')",CONTAINS
"('r3d100011763', 'climate')",CONTAINS
"('r3d100011763', 'cloud profiling radars')",CONTAINS
"('r3d100011763', 'satellite')",CONTAINS
"('r3d100011763', 'weather')",CONTAINS
"('r3d100011763', 'wind profiling radars')",CONTAINS
"('r3d100011763', 'Raw data')",HAS_CONTENT
"('r3d100011763', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011763', 'Standard office documents')",HAS_CONTENT
"('r3d100011763', 'Structured graphics')",HAS_CONTENT
"('r3d100011763', 'other')",HAS_CONTENT
"('r3d100011763', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011764', 'eng')",WRITTEN_IN
"('r3d100011764', '3 Natural Sciences')",ABOUT
"('r3d100011764', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011764', '31302 Oceanography')",ABOUT
"('r3d100011764', '315 Geophysics and Geodesy')",ABOUT
"('r3d100011764', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100011764', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011764', 'Arctic sea ice')",CONTAINS
"('r3d100011764', 'atmosphere')",CONTAINS
"('r3d100011764', 'climate')",CONTAINS
"('r3d100011764', 'clouds')",CONTAINS
"('r3d100011764', 'drought patterns')",CONTAINS
"('r3d100011764', 'geophysics')",CONTAINS
"('r3d100011764', 'hurricane trends')",CONTAINS
"('r3d100011764', 'ocean')",CONTAINS
"('r3d100011764', 'precipitation')",CONTAINS
"('r3d100011764', 'satellite data')",CONTAINS
"('r3d100011764', 'sensor data')",CONTAINS
"('r3d100011764', 'snow and ice')",CONTAINS
"('r3d100011764', 'terrestrial data')",CONTAINS
"('r3d100011764', 'weather')",CONTAINS
"('r3d100011764', 'Databases')",HAS_CONTENT
"('r3d100011764', 'Plain text')",HAS_CONTENT
"('r3d100011764', 'Raw data')",HAS_CONTENT
"('r3d100011764', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011764', 'Source code')",HAS_CONTENT
"('r3d100011764', 'Standard office documents')",HAS_CONTENT
"('r3d100011764', 'Structured graphics')",HAS_CONTENT
"('r3d100011764', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011781', 'eng')",WRITTEN_IN
"('r3d100011781', '3 Natural Sciences')",ABOUT
"('r3d100011781', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011781', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011781', 'aerosol')",CONTAINS
"('r3d100011781', 'air quality')",CONTAINS
"('r3d100011781', 'atmosphere')",CONTAINS
"('r3d100011781', 'climate')",CONTAINS
"('r3d100011781', 'industrial pollution')",CONTAINS
"('r3d100011781', 'meteorology')",CONTAINS
"('r3d100011781', 'ozone')",CONTAINS
"('r3d100011781', 'radiation')",CONTAINS
"('r3d100011781', 'stratosphere')",CONTAINS
"('r3d100011781', 'troposphere')",CONTAINS
"('r3d100011781', 'Audiovisual data')",HAS_CONTENT
"('r3d100011781', 'Images')",HAS_CONTENT
"('r3d100011781', 'Raw data')",HAS_CONTENT
"('r3d100011781', 'Standard office documents')",HAS_CONTENT
"('r3d100011781', 'Structured graphics')",HAS_CONTENT
"('r3d100011781', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011790', 'eng')",WRITTEN_IN
"('r3d100011790', '3 Natural Sciences')",ABOUT
"('r3d100011790', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011790', '318 Water Research')",ABOUT
"('r3d100011790', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011790', 'atmosphere')",CONTAINS
"('r3d100011790', 'carbon')",CONTAINS
"('r3d100011790', 'circulation')",CONTAINS
"('r3d100011790', 'earth system')",CONTAINS
"('r3d100011790', 'energy cycle')",CONTAINS
"('r3d100011790', 'hydrology')",CONTAINS
"('r3d100011790', 'sediment')",CONTAINS
"('r3d100011790', 'water')",CONTAINS
"('r3d100011790', 'Plain text')",HAS_CONTENT
"('r3d100011790', 'Raw data')",HAS_CONTENT
"('r3d100011790', 'Structured graphics')",HAS_CONTENT
"('r3d100011790', 'other')",HAS_CONTENT
"('r3d100011790', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011791', 'eng')",WRITTEN_IN
"('r3d100011791', '3 Natural Sciences')",ABOUT
"('r3d100011791', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011791', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011791', 'Bioclim')",CONTAINS
"('r3d100011791', 'GARP')",CONTAINS
"('r3d100011791', 'GIS')",CONTAINS
"('r3d100011791', 'climate change projections')",CONTAINS
"('r3d100011791', 'climate data')",CONTAINS
"('r3d100011791', 'ecological modeling')",CONTAINS
"('r3d100011791', 'historical climate')",CONTAINS
"('r3d100011791', 'Raw data')",HAS_CONTENT
"('r3d100011791', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011791', 'Structured graphics')",HAS_CONTENT
"('r3d100011791', 'other')",HAS_CONTENT
"('r3d100011791', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011879', 'eng')",WRITTEN_IN
"('r3d100011879', 'nld')",WRITTEN_IN
"('r3d100011879', '3 Natural Sciences')",ABOUT
"('r3d100011879', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011879', '31301 Atmospheric Science')",ABOUT
"('r3d100011879', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011879', 'atmosphere')",CONTAINS
"('r3d100011879', 'climate')",CONTAINS
"('r3d100011879', 'earthquake')",CONTAINS
"('r3d100011879', 'historical weather data')",CONTAINS
"('r3d100011879', 'model forecast')",CONTAINS
"('r3d100011879', 'observations')",CONTAINS
"('r3d100011879', 'satellites')",CONTAINS
"('r3d100011879', 'seismology')",CONTAINS
"('r3d100011879', 'station')",CONTAINS
"('r3d100011879', 'weather foreasting')",CONTAINS
"('r3d100011879', 'Plain text')",HAS_CONTENT
"('r3d100011879', 'Raw data')",HAS_CONTENT
"('r3d100011879', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011879', 'Structured graphics')",HAS_CONTENT
"('r3d100011879', 'Structured text')",HAS_CONTENT
"('r3d100011879', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011959', 'deu')",WRITTEN_IN
"('r3d100011959', 'eng')",WRITTEN_IN
"('r3d100011959', '1 Humanities and Social Sciences')",ABOUT
"('r3d100011959', '102 History')",ABOUT
"('r3d100011959', '11 Humanities')",ABOUT
"('r3d100011959', '3 Natural Sciences')",ABOUT
"('r3d100011959', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011959', '31301 Atmospheric Science')",ABOUT
"('r3d100011959', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011959', 'HISKLID')",CONTAINS
"('r3d100011959', 'Weikinn')",CONTAINS
"('r3d100011959', 'astronomical events')",CONTAINS
"('r3d100011959', 'climate')",CONTAINS
"('r3d100011959', 'flood marks')",CONTAINS
"('r3d100011959', 'geophysical events')",CONTAINS
"('r3d100011959', 'historial climatology')",CONTAINS
"('r3d100011959', 'precipitation')",CONTAINS
"('r3d100011959', 'storm')",CONTAINS
"('r3d100011959', 'temperature')",CONTAINS
"('r3d100011959', 'weather')",CONTAINS
"('r3d100011959', 'Archived data')",HAS_CONTENT
"('r3d100011959', 'Images')",HAS_CONTENT
"('r3d100011959', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011959', 'Standard office documents')",HAS_CONTENT
"('r3d100011959', 'Structured graphics')",HAS_CONTENT
"('r3d100011959', 'other')",HAS_CONTENT
"('r3d100011959', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011966', 'eng')",WRITTEN_IN
"('r3d100011966', '3 Natural Sciences')",ABOUT
"('r3d100011966', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011966', '318 Water Research')",ABOUT
"('r3d100011966', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011966', 'HIPOCAS')",CONTAINS
"('r3d100011966', 'Hindcast')",CONTAINS
"('r3d100011966', 'PELLETS-2D')",CONTAINS
"('r3d100011966', 'Re-analysis')",CONTAINS
"('r3d100011966', 'WASA')",CONTAINS
"('r3d100011966', 'Archived data')",HAS_CONTENT
"('r3d100011966', 'Raw data')",HAS_CONTENT
"('r3d100011966', 'Standard office documents')",HAS_CONTENT
"('r3d100011966', 'Structured graphics')",HAS_CONTENT
"('r3d100011966', 'other')",HAS_CONTENT
"('r3d100011966', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100011981', 'eng')",WRITTEN_IN
"('r3d100011981', 'fra')",WRITTEN_IN
"('r3d100011981', '1 Humanities and Social Sciences')",ABOUT
"('r3d100011981', '112 Economics')",ABOUT
"('r3d100011981', '11202 Economic and Social Policy')",ABOUT
"('r3d100011981', '12 Social and Behavioural Sciences')",ABOUT
"('r3d100011981', '2 Life Sciences')",ABOUT
"('r3d100011981', '202 Plant Sciences')",ABOUT
"('r3d100011981', '20202 Plant Ecology and Ecosystem Analysis')",ABOUT
"('r3d100011981', '207 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100011981', '21 Biology')",ABOUT
"('r3d100011981', '23 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100011981', '3 Natural Sciences')",ABOUT
"('r3d100011981', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100011981', '31301 Atmospheric Science')",ABOUT
"('r3d100011981', '318 Water Research')",ABOUT
"('r3d100011981', '34 Geosciences (including Geography)')",ABOUT
"('r3d100011981', 'air quality')",CONTAINS
"('r3d100011981', 'climate change')",CONTAINS
"('r3d100011981', 'environment')",CONTAINS
"('r3d100011981', 'water quality')",CONTAINS
"('r3d100011981', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100011981', 'Structured graphics')",HAS_CONTENT
"('r3d100011981', 'other')",HAS_CONTENT
"('r3d100011981', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012089', 'eng')",WRITTEN_IN
"('r3d100012089', 'fra')",WRITTEN_IN
"('r3d100012089', '3 Natural Sciences')",ABOUT
"('r3d100012089', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012089', '31301 Atmospheric Science')",ABOUT
"('r3d100012089', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012089', 'Intergovernmental Panel on Climate Change (IPCC)')",CONTAINS
"('r3d100012089', 'World Climate Research Programme (WCRP)')",CONTAINS
"('r3d100012089', 'atmospheric science')",CONTAINS
"('r3d100012089', 'climate change')",CONTAINS
"('r3d100012089', 'global climate')",CONTAINS
"('r3d100012089', 'regional climate')",CONTAINS
"('r3d100012089', 'Audiovisual data')",HAS_CONTENT
"('r3d100012089', 'Images')",HAS_CONTENT
"('r3d100012089', 'Plain text')",HAS_CONTENT
"('r3d100012089', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012089', 'Structured graphics')",HAS_CONTENT
"('r3d100012089', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012090', 'eng')",WRITTEN_IN
"('r3d100012090', 'fra')",WRITTEN_IN
"('r3d100012090', '3 Natural Sciences')",ABOUT
"('r3d100012090', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012090', '31301 Atmospheric Science')",ABOUT
"('r3d100012090', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012090', 'bioclimate profiles')",CONTAINS
"('r3d100012090', 'climate changes')",CONTAINS
"('r3d100012090', 'climate modelling')",CONTAINS
"('r3d100012090', 'precipitation')",CONTAINS
"('r3d100012090', 'rainfall')",CONTAINS
"('r3d100012090', 'snowfall')",CONTAINS
"('r3d100012090', 'temperature')",CONTAINS
"('r3d100012090', 'Databases')",HAS_CONTENT
"('r3d100012090', 'Images')",HAS_CONTENT
"('r3d100012090', 'Plain text')",HAS_CONTENT
"('r3d100012090', 'Raw data')",HAS_CONTENT
"('r3d100012090', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012090', 'Standard office documents')",HAS_CONTENT
"('r3d100012090', 'Structured graphics')",HAS_CONTENT
"('r3d100012090', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012094', 'eng')",WRITTEN_IN
"('r3d100012094', 'fra')",WRITTEN_IN
"('r3d100012094', '3 Natural Sciences')",ABOUT
"('r3d100012094', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012094', '31301 Atmospheric Science')",ABOUT
"('r3d100012094', '318 Water Research')",ABOUT
"('r3d100012094', '31801 Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management')",ABOUT
"('r3d100012094', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012094', 'climatology')",CONTAINS
"('r3d100012094', 'meteorology')",CONTAINS
"('r3d100012094', 'precipitation')",CONTAINS
"('r3d100012094', 'surface air temperature')",CONTAINS
"('r3d100012094', 'surface pressure')",CONTAINS
"('r3d100012094', 'surface wind speed')",CONTAINS
"('r3d100012094', 'Databases')",HAS_CONTENT
"('r3d100012094', 'Standard office documents')",HAS_CONTENT
"('r3d100012094', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012138', 'eng')",WRITTEN_IN
"('r3d100012138', '3 Natural Sciences')",ABOUT
"('r3d100012138', '311 Astrophysics and Astronomy')",ABOUT
"('r3d100012138', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012138', '31301 Atmospheric Science')",ABOUT
"('r3d100012138', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012138', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100012138', '32 Physics')",ABOUT
"('r3d100012138', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012138', ""NASA''s Earth Observing System"")",CONTAINS
"('r3d100012138', 'aerospace')",CONTAINS
"('r3d100012138', 'atmosphere')",CONTAINS
"('r3d100012138', 'carbon cycle')",CONTAINS
"('r3d100012138', 'climate change')",CONTAINS
"('r3d100012138', 'earth science')",CONTAINS
"('r3d100012138', 'remote sensing')",CONTAINS
"('r3d100012138', 'satellite')",CONTAINS
"('r3d100012138', 'water')",CONTAINS
"('r3d100012138', 'weather')",CONTAINS
"('r3d100012138', 'Audiovisual data')",HAS_CONTENT
"('r3d100012138', 'Images')",HAS_CONTENT
"('r3d100012138', 'Raw data')",HAS_CONTENT
"('r3d100012138', 'Structured graphics')",HAS_CONTENT
"('r3d100012138', 'other')",HAS_CONTENT
"('r3d100012138', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012141', 'eng')",WRITTEN_IN
"('r3d100012141', '3 Natural Sciences')",ABOUT
"('r3d100012141', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012141', '31301 Atmospheric Science')",ABOUT
"('r3d100012141', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012141', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100012141', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012141', 'CLIPC')",CONTAINS
"('r3d100012141', 'CMIP5')",CONTAINS
"('r3d100012141', 'CORDEX')",CONTAINS
"('r3d100012141', 'SPECS')",CONTAINS
"('r3d100012141', 'climate change')",CONTAINS
"('r3d100012141', 'energy')",CONTAINS
"('r3d100012141', 'marine coastal')",CONTAINS
"('r3d100012141', 'nature biodiversity')",CONTAINS
"('r3d100012141', 'tourism')",CONTAINS
"('r3d100012141', 'urban infrastructure')",CONTAINS
"('r3d100012141', 'water management')",CONTAINS
"('r3d100012141', 'Images')",HAS_CONTENT
"('r3d100012141', 'Plain text')",HAS_CONTENT
"('r3d100012141', 'Standard office documents')",HAS_CONTENT
"('r3d100012141', 'other')",HAS_CONTENT
"('r3d100012141', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012163', 'eng')",WRITTEN_IN
"('r3d100012163', '3 Natural Sciences')",ABOUT
"('r3d100012163', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012163', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012163', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100012163', '317 Geography')",ABOUT
"('r3d100012163', '318 Water Research')",ABOUT
"('r3d100012163', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012163', 'GPM')",CONTAINS
"('r3d100012163', 'TRMM')",CONTAINS
"('r3d100012163', 'agriculture')",CONTAINS
"('r3d100012163', 'climate dynamics')",CONTAINS
"('r3d100012163', 'climate prediction')",CONTAINS
"('r3d100012163', 'cyclones')",CONTAINS
"('r3d100012163', 'extreme weather')",CONTAINS
"('r3d100012163', 'floods')",CONTAINS
"('r3d100012163', 'freshwater')",CONTAINS
"('r3d100012163', 'global water cycle')",CONTAINS
"('r3d100012163', 'landslides')",CONTAINS
"('r3d100012163', 'microphysics')",CONTAINS
"('r3d100012163', 'tropical storm')",CONTAINS
"('r3d100012163', 'Audiovisual data')",HAS_CONTENT
"('r3d100012163', 'Databases')",HAS_CONTENT
"('r3d100012163', 'Images')",HAS_CONTENT
"('r3d100012163', 'Plain text')",HAS_CONTENT
"('r3d100012163', 'Raw data')",HAS_CONTENT
"('r3d100012163', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012163', 'Standard office documents')",HAS_CONTENT
"('r3d100012163', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100012288', 'deu')",WRITTEN_IN
"('r3d100012288', 'eng')",WRITTEN_IN
"('r3d100012288', '3 Natural Sciences')",ABOUT
"('r3d100012288', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012288', '31301 Atmospheric Science')",ABOUT
"('r3d100012288', '317 Geography')",ABOUT
"('r3d100012288', '31701 Physical Geography')",ABOUT
"('r3d100012288', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012288', 'climate indices')",CONTAINS
"('r3d100012288', 'climate information')",CONTAINS
"('r3d100012288', 'models')",CONTAINS
"('r3d100012288', 'temperature')",CONTAINS
"('r3d100012288', 'Archived data')",HAS_CONTENT
"('r3d100012288', 'Configuration data')",HAS_CONTENT
"('r3d100012288', 'Databases')",HAS_CONTENT
"('r3d100012288', 'Images')",HAS_CONTENT
"('r3d100012288', 'Raw data')",HAS_CONTENT
"('r3d100012288', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012288', 'Standard office documents')",HAS_CONTENT
"('r3d100012288', 'Structured text')",HAS_CONTENT
"('r3d100012288', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012288', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100012305', 'eng')",WRITTEN_IN
"('r3d100012305', '3 Natural Sciences')",ABOUT
"('r3d100012305', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012305', '31301 Atmospheric Science')",ABOUT
"('r3d100012305', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012305', 'atmospheric sciences')",CONTAINS
"('r3d100012305', 'climate')",CONTAINS
"('r3d100012305', 'earth observation')",CONTAINS
"('r3d100012305', 'environment')",CONTAINS
"('r3d100012305', 'meterology')",CONTAINS
"('r3d100012305', 'weather')",CONTAINS
"('r3d100012305', 'Images')",HAS_CONTENT
"('r3d100012305', 'Raw data')",HAS_CONTENT
"('r3d100012305', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012305', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100012340', 'eng')",WRITTEN_IN
"('r3d100012340', '2 Life Sciences')",ABOUT
"('r3d100012340', '203 Zoology')",ABOUT
"('r3d100012340', '21 Biology')",ABOUT
"('r3d100012340', '3 Natural Sciences')",ABOUT
"('r3d100012340', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012340', '31302 Oceanography')",ABOUT
"('r3d100012340', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012340', 'CPR Continuous Plankton Recorder')",CONTAINS
"('r3d100012340', 'North Atlantic')",CONTAINS
"('r3d100012340', 'North Pacific')",CONTAINS
"('r3d100012340', 'South Atlantic')",CONTAINS
"('r3d100012340', 'biology')",CONTAINS
"('r3d100012340', 'climate change')",CONTAINS
"('r3d100012340', 'ecology')",CONTAINS
"('r3d100012340', 'marine biodiversity')",CONTAINS
"('r3d100012340', 'marine plankton')",CONTAINS
"('r3d100012340', 'Images')",HAS_CONTENT
"('r3d100012340', 'Raw data')",HAS_CONTENT
"('r3d100012340', 'other')",HAS_CONTENT
"('r3d100012340', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012431', 'eng')",WRITTEN_IN
"('r3d100012431', '3 Natural Sciences')",ABOUT
"('r3d100012431', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012431', '31301 Atmospheric Science')",ABOUT
"('r3d100012431', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012431', 'AMSU')",CONTAINS
"('r3d100012431', 'Aqua satellite')",CONTAINS
"('r3d100012431', 'Earth Observing System - EOS')",CONTAINS
"('r3d100012431', 'HSB')",CONTAINS
"('r3d100012431', 'atmosphere')",CONTAINS
"('r3d100012431', 'atmospheric dynamics')",CONTAINS
"('r3d100012431', 'atmospheric science')",CONTAINS
"('r3d100012431', 'climate science')",CONTAINS
"('r3d100012431', 'gravity')",CONTAINS
"('r3d100012431', 'stratosphere')",CONTAINS
"('r3d100012431', 'Images')",HAS_CONTENT
"('r3d100012431', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012431', 'Structured graphics')",HAS_CONTENT
"('r3d100012431', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012490', 'eng')",WRITTEN_IN
"('r3d100012490', '3 Natural Sciences')",ABOUT
"('r3d100012490', '311 Astrophysics and Astronomy')",ABOUT
"('r3d100012490', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012490', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012490', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100012490', '32 Physics')",ABOUT
"('r3d100012490', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012490', 'A-train')",CONTAINS
"('r3d100012490', 'aerosols')",CONTAINS
"('r3d100012490', 'air quality')",CONTAINS
"('r3d100012490', 'climate')",CONTAINS
"('r3d100012490', 'clouds')",CONTAINS
"('r3d100012490', 'weather')",CONTAINS
"('r3d100012490', 'Images')",HAS_CONTENT
"('r3d100012490', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012490', 'Structured graphics')",HAS_CONTENT
"('r3d100012490', 'other')",HAS_CONTENT
"('r3d100012490', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012491', 'eng')",WRITTEN_IN
"('r3d100012491', '3 Natural Sciences')",ABOUT
"('r3d100012491', '311 Astrophysics and Astronomy')",ABOUT
"('r3d100012491', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012491', '31301 Atmospheric Science')",ABOUT
"('r3d100012491', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012491', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100012491', '32 Physics')",ABOUT
"('r3d100012491', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012491', 'atmospheric longwave')",CONTAINS
"('r3d100012491', 'atmospheric shortwave')",CONTAINS
"('r3d100012491', 'climate change')",CONTAINS
"('r3d100012491', 'earth radiation budget')",CONTAINS
"('r3d100012491', 'hydrometeorology')",CONTAINS
"('r3d100012491', 'Images')",HAS_CONTENT
"('r3d100012491', 'Plain text')",HAS_CONTENT
"('r3d100012491', 'Raw data')",HAS_CONTENT
"('r3d100012491', 'Standard office documents')",HAS_CONTENT
"('r3d100012491', 'Structured graphics')",HAS_CONTENT
